epoch,lr,loss,iou,val_loss,val_iou
111,0.001,0.697869509,0.359341677,1.300621748,0.176929859
112,0.001,0.510061786,0.600080081,1.176677227,0.201975465
113,0.001,0.533260733,0.572695319,1.355234385,0.177497544
114,0.001,0.528275609,0.593379443,0.873520136,0.300857677
115,0.001,0.452099472,0.705088515,0.319751024,0.751829268
116,0.001,0.508933678,0.563586797,0.403108329,0.748456044
117,0.001,0.525825486,0.615599383,0.342767626,0.775077984
118,0.001,0.448524371,0.652265482,0.275836051,0.800726079
119,0.001,0.465237573,0.630159046,0.360984802,0.702
120,0.001,0.583387703,0.531891925,0.310891986,0.795681685
121,0.001,0.475159943,0.537331398,0.303020626,0.801063449
122,0.001,0.572720379,0.503396238,0.312299103,0.784187192
123,0.001,0.531011507,0.44227625,0.284171462,0.80749209
124,0.001,0.493061438,0.602569252,0.294999301,0.777890467
125,0.001,0.457453772,0.675128155,0.382300019,0.662012188
126,0.001,0.419914335,0.706144667,0.350421697,0.700098539
127,0.001,0.594990522,0.32800206,0.308185548,0.809784556
128,0.001,0.47005631,0.551286992,0.325467765,0.792539335
129,0.001,0.519305974,0.517233623,0.454568803,0.632789918
130,0.001,0.540921137,0.474048294,0.399333596,0.771994592
131,0.001,0.427033141,0.665932923,0.498066306,0.752700787
132,0.001,0.50213562,0.493191053,1.024998307,0.252216346
133,0.001,0.452596068,0.591835729,2.559355021,0.102517244
134,0.001,0.448846176,0.568486576,2.511541367,0.097459514
135,0.001,0.468629092,0.529935624,2.110283852,0.105338042
136,0.001,0.510917604,0.559246017,1.297080755,0.17390528
137,0.001,0.417239338,0.624709127,0.415182859,0.673575558
138,0.001,0.548910439,0.436268697,0.431061655,0.661942746
139,0.001,0.578032047,0.401867574,1.565026999,0.133989965
140,0.001,0.434662163,0.574251739,1.79717648,0.115542576
141,0.001,0.458098724,0.644102944,1.772701383,0.122216579
142,0.001,0.463461921,0.448600171,0.762974977,0.331478999
143,0.001,0.486250982,0.463121227,0.366908669,0.70192727
144,0.001,0.449561045,0.556300828,0.310367942,0.764619954
145,0.001,0.547231495,0.412538018,0.270931631,0.789937759
146,0.001,0.39692609,0.587786825,0.260141999,0.796384444
147,0.001,0.430802673,0.570851809,0.298662096,0.793457691
148,0.001,0.452128083,0.566279335,0.285312057,0.793910042
149,0.001,0.398471683,0.614844027,0.31443727,0.767377246
150,0.001,0.400706425,0.586780223,0.320345879,0.760096245
151,0.001,0.394395739,0.580540184,0.319856942,0.745992714
152,0.001,0.347546071,0.680047951,0.296207815,0.769554207
153,0.001,0.345708802,0.65275293,0.309503317,0.767449107
154,0.001,0.395350158,0.609555789,0.460913837,0.589623812
155,0.001,0.435339212,0.54564282,0.410072744,0.645997076
156,0.001,0.371874303,0.65527812,0.351406097,0.723636018
157,0.001,0.419259831,0.621137559,0.518937767,0.573244789
158,0.001,0.389735788,0.650958757,0.464609504,0.661740332
159,0.001,0.369801626,0.635554322,0.485835999,0.641577906
160,0.001,0.406994075,0.626718885,0.640755713,0.423037717
161,0.001,0.40394488,0.546970557,0.88513267,0.295532006
162,0.001,0.447206497,0.586512055,0.603934288,0.461867407
163,0.001,0.319207191,0.686360097,0.477059066,0.571643725
164,0.001,0.366928056,0.63270575,0.472688913,0.575792894
165,0.001,0.37841858,0.607929673,0.48760578,0.566557878
166,0.001,0.421329722,0.54954363,0.283162475,0.743099195
167,0.001,0.460914612,0.438582629,0.231592193,0.790911867
168,0.001,0.338667244,0.700681571,0.217807487,0.805635148
169,0.001,0.345093235,0.666071576,0.223084673,0.795313749
170,0.001,0.382515714,0.563025683,0.289835513,0.729151625
171,0.001,0.504139245,0.459154275,0.227358282,0.791966941
172,0.001,0.301439896,0.700104407,0.23046805,0.793265552
173,0.001,0.399872437,0.636120672,0.241255611,0.796169631
174,0.001,0.5074756,0.409770965,0.728728116,0.332483548
175,0.001,0.290533081,0.684818675,0.735342383,0.313172913
176,0.001,0.352000371,0.645111805,0.434148133,0.632594464
177,0.001,0.475084156,0.455173011,0.36186263,0.70154197
178,0.001,0.374121904,0.608457841,0.303511649,0.745105038
179,0.001,0.315464824,0.679079846,0.314425111,0.717738237
180,0.001,0.364662915,0.597176868,0.29527697,0.737214313
181,0.001,0.343992218,0.632695298,0.25406301,0.783295361
182,0.001,0.368431941,0.538874012,0.267061263,0.776602669
183,0.001,0.417200163,0.505209739,0.387544304,0.651187602
184,0.001,0.3739461,0.597790096,0.309180498,0.748553777
185,0.001,0.31454169,0.652576924,0.322042137,0.686223942
186,0.001,0.330627799,0.682408961,1.628459215,0.165212182
187,0.001,0.375860304,0.627962615,0.961368322,0.255754082
188,0.001,0.31645526,0.693508284,0.951470017,0.260057404
189,0.001,0.44582516,0.564382008,1.347217917,0.184692291
190,0.001,0.282813922,0.695684057,1.035235643,0.254202743
191,0.001,0.338063374,0.616360123,0.521945596,0.522057426
192,0.001,0.312711045,0.678175726,0.508927643,0.53965045
193,0.001,0.283206239,0.711742159,1.145243406,0.243295468
194,0.001,0.279840827,0.707559497,1.315783978,0.209906228
195,0.001,0.345723853,0.615516115,0.95143497,0.298117211
196,0.001,0.305060238,0.611590555,0.661648691,0.431785631
197,0.001,0.274024367,0.698037839,0.617556572,0.455514645
198,0.001,0.311666414,0.6775472,0.55213207,0.501256548
199,0.001,0.420667112,0.561998108,1.139578819,0.230709373
200,0.001,0.320097357,0.61054058,3.235724449,0.091767121
201,0.001,0.332282647,0.639851124,3.586322308,0.090897037
202,0.001,0.423504606,0.659691886,4.420347214,0.088369262
203,0.001,0.373496428,0.612593727,5.394515991,0.086941549
204,0.001,0.43107903,0.513876113,5.254999161,0.087566153
205,0.001,0.327005923,0.628597445,4.257220745,0.090709121
206,0.001,0.468252599,0.557155854,3.320234776,0.09993032
207,0.001,0.261400327,0.706550116,2.407901049,0.116852253
208,0.001,0.303539082,0.640070174,1.671033621,0.154458464
209,0.001,0.264375143,0.71193437,1.284949064,0.20294997
210,0.001,0.597136259,0.452817876,1.068847656,0.252496566
211,0.001,0.308125541,0.645862209,0.253100067,0.747761684
212,0.001,0.259475477,0.728103923,0.196912244,0.811633611
213,0.001,0.375534102,0.530711323,0.252750754,0.754331857
214,0.001,0.360251158,0.556203894,0.190808147,0.816644367
215,0.001,0.369708046,0.5398307,0.206729501,0.802543851
216,0.001,0.370753914,0.575762657,0.193082303,0.818533441
217,0.001,0.350355417,0.599283267,0.267901391,0.721915692
218,0.001,0.322366998,0.624207008,0.291603446,0.656515014
219,0.001,0.304389715,0.613282131,0.209653914,0.791751654
220,0.001,0.306828007,0.659925693,0.455502361,0.573961785
221,0.001,0.349209964,0.651114689,0.642759919,0.424073484
222,0.001,0.361288637,0.556512567,0.188347399,0.797925374
223,0.001,0.420084134,0.526351367,0.380899578,0.763426241
224,0.001,0.353922233,0.648345771,0.738106132,0.362426568
225,0.001,0.321864754,0.663456624,1.670992374,0.159929444
226,0.001,0.361668378,0.592411402,2.792533636,0.110506452
227,0.001,0.298506632,0.686183324,3.469239235,0.101255577
228,0.001,0.356673375,0.653886059,3.152201653,0.10593555
229,0.001,0.274954394,0.686424641,2.45484066,0.120974799
230,0.001,0.346806347,0.697052051,1.873827457,0.14289429
231,0.001,0.302139908,0.646049354,1.0449332,0.253004929
232,0.001,0.250370421,0.701279671,0.531653702,0.52550097
233,0.001,0.287945122,0.678047901,0.344221771,0.67958265
234,0.001,0.374223977,0.658654918,0.309981674,0.732509132
235,0.001,0.410008773,0.505147087,0.566754103,0.498459748
236,0.001,0.391777754,0.57682378,0.722992122,0.362860616
237,0.001,0.369266704,0.564903075,0.704654157,0.338119658
238,0.001,0.395001426,0.522265305,0.803851485,0.220980836
239,0.001,0.35597983,0.588091961,0.794078112,0.21917575
240,0.001,0.317033902,0.638452103,0.650783002,0.414115238
241,0.001,0.484367594,0.516713293,0.915856719,0.283545154
242,0.001,0.321402609,0.654303081,0.391434163,0.638552764
243,0.001,0.387831151,0.498586995,0.259689927,0.729396615
244,0.001,0.31344153,0.672020994,0.662393093,0.404786063
245,0.001,0.362048641,0.626292926,1.595379829,0.173348934
246,0.001,0.331375524,0.616007541,2.004103661,0.134753323
247,0.001,0.2850243,0.699977003,1.858344078,0.135310767
248,0.001,0.305925295,0.648631849,1.293438911,0.187517711
249,0.001,0.289759941,0.660257701,1.132004857,0.21880651
250,0.001,0.289320871,0.680587176,0.291083992,0.681136167
251,0.001,0.266966298,0.680856605,0.403900564,0.521323237
252,0.001,0.332055822,0.646595061,0.352720976,0.593623709
253,0.001,0.297244504,0.633674588,0.258319527,0.715518183
254,0.001,0.281851038,0.672681382,0.232590035,0.76887247
255,0.001,0.315080166,0.629001385,0.202208385,0.800395157
256,0.001,0.290247396,0.63531172,0.219830453,0.788194445
257,0.001,0.304510102,0.692515462,0.220543906,0.789324445
258,0.001,0.252257109,0.715037608,0.230831534,0.77082274
259,0.001,0.251872957,0.720280151,0.241078436,0.747912505
260,0.001,0.245438732,0.735633191,0.227024853,0.763292696
261,0.001,0.302576907,0.610225688,0.232840404,0.748722976
262,0.001,0.259225845,0.717479963,0.212867394,0.782113022
263,0.001,0.305150077,0.656807099,0.234616563,0.741146586
264,0.001,0.249245055,0.730033782,0.325137615,0.621113957
265,0.001,0.247335292,0.705735964,0.352596104,0.595324008
266,0.001,0.253862798,0.653685351,0.307628781,0.645991455
267,0.001,0.312804833,0.639691549,0.221407697,0.767872634
268,0.001,0.348932259,0.628737701,0.269361794,0.751440154
269,0.001,0.305941276,0.689341495,0.468183607,0.553335226
270,0.001,0.262700476,0.69993129,0.412498236,0.606643654
271,0.001,0.382848248,0.520655841,0.319685817,0.695208126
272,0.001,0.334488258,0.583380999,0.257591724,0.775052558
273,0.001,0.279088467,0.650060258,0.387383074,0.62911631
274,0.001,0.304375112,0.641744949,0.540656567,0.444267787
275,0.001,0.358391866,0.653658478,0.582369447,0.422612892
276,0.001,0.305648729,0.609685897,0.215865776,0.800335483
277,0.001,0.250574678,0.708668679,0.215985313,0.791907229
278,0.001,0.343474641,0.652035562,0.314636141,0.742667315
279,0.001,0.274582751,0.648539425,0.843977332,0.233427197
280,0.001,0.273960873,0.625628443,1.110515356,0.049342106
281,0.001,0.354731135,0.5576378,0.683033288,0.400436631
282,0.001,0.476263985,0.446303362,0.268623471,0.756000804
283,0.001,0.352720648,0.559283575,0.774605393,0.321704696
284,0.001,0.288478963,0.675199169,1.098983884,0.245875449
285,0.001,0.255073741,0.712882575,1.273132324,0.222052914
286,0.001,0.278784245,0.715919311,1.4532094,0.196400218
287,0.001,0.302166268,0.685856854,1.219804525,0.228491143
288,0.001,0.349546582,0.679510354,0.799536228,0.346972554
289,0.001,0.394184351,0.55914989,0.805362344,0.335092027
290,0.001,0.30873736,0.648418228,0.492337614,0.531263196
291,0.001,0.31882368,0.600514549,0.196407363,0.80021943
292,0.001,0.302587956,0.650089069,0.218965441,0.812131604
293,0.001,0.252977163,0.658047301,0.213512659,0.811356567
294,0.001,0.307629004,0.589641338,0.215986744,0.785128864
295,0.001,0.225968122,0.733622281,0.31620115,0.690762363
296,0.001,0.291744187,0.644898872,0.281847715,0.724646867
297,0.001,0.366950944,0.562185103,0.265973181,0.787808403
298,0.001,0.32818599,0.692420957,0.525155604,0.586275311
299,0.001,0.299465969,0.6698744,0.765071392,0.352681203
300,0.001,0.341927275,0.580083526,0.41261363,0.699260013
301,0.001,0.26828701,0.710575633,0.391574621,0.707887813
302,0.001,0.226367556,0.713364929,0.378988922,0.696551724
303,0.001,0.32243,0.659848985,0.689952433,0.409156599
304,0.001,0.334292173,0.601507377,0.707981348,0.417234079
305,0.001,0.257457055,0.711220458,0.682166338,0.442702459
306,0.001,0.316643476,0.610955987,0.637582183,0.466385847
307,0.001,0.29829818,0.625021326,0.511096418,0.540464002
308,0.001,0.285733715,0.644271588,0.404104114,0.618916882
309,0.001,0.3439776,0.705255895,0.274329275,0.777193986
310,0.001,0.29146558,0.671432894,0.307938814,0.764240838
311,0.001,0.293889686,0.680997665,0.267518789,0.784687532
312,0.001,0.329910979,0.672924373,0.26691404,0.792103479
313,0.001,0.313119046,0.677406565,0.374496132,0.720270795
314,0.001,0.323360771,0.606929394,0.892059624,0.262079584
315,0.001,0.334974468,0.601136842,0.846858561,0.284785052
316,0.001,0.351132289,0.582940596,0.725839376,0.400211628
317,0.001,0.302654997,0.663010986,0.729162931,0.384574996
318,0.001,0.257882789,0.702481879,0.695616066,0.406078297
319,0.001,0.25250528,0.654209766,0.518676102,0.547350465
320,0.001,0.240614042,0.728187669,0.37690562,0.690195072
321,0.001,0.290460348,0.661352062,0.387548357,0.738067713
322,0.001,0.277918443,0.695334773,0.511836886,0.657154204
323,0.001,0.262390316,0.683430612,0.66285491,0.511960627
324,0.001,0.282549649,0.642726914,0.715191722,0.464034582
325,0.001,0.21714244,0.72206332,0.770178795,0.416647319
326,0.001,0.261904895,0.698101358,0.738935113,0.422073037
327,0.001,0.266728476,0.685857957,0.618514121,0.482886003
328,0.001,0.284107156,0.616655414,0.409841418,0.646641684
329,0.001,0.236575879,0.710364845,0.295276582,0.751210895
330,0.001,0.234160513,0.742022235,0.22064966,0.799590663
331,0.001,0.22952652,0.687896838,0.194028392,0.816623264
332,0.001,0.261507928,0.605701984,0.172312915,0.829034321
333,0.001,0.331959456,0.656066672,0.237995148,0.75886141
334,0.001,0.29934229,0.627437239,0.658882141,0.476693977
335,0.001,0.283777386,0.626786015,0.760076046,0.410201729
336,0.001,0.251494989,0.685916121,0.528266191,0.577864294
337,0.001,0.247265048,0.708539722,0.281383514,0.776671021
338,0.001,0.21955049,0.742606322,0.213243634,0.802496017
339,0.001,0.247697532,0.687478731,0.185335264,0.809427922
340,0.001,0.310371965,0.594491539,0.183311835,0.806985481
341,0.001,0.214129768,0.75445447,0.184197992,0.807705939
342,0.001,0.252768412,0.663569734,0.178571701,0.812817646
343,0.001,0.233854815,0.681853494,0.177628011,0.814318355
344,0.001,0.255074754,0.685942194,0.174338162,0.818624686
345,0.001,0.279304616,0.705738083,0.279370844,0.679594915
346,0.001,0.255587712,0.644018027,0.659719527,0.412761376
347,0.001,0.242120504,0.70688795,0.790081322,0.334599229
348,0.001,0.278224781,0.675320026,0.782611787,0.316835095
349,0.001,0.243635237,0.718586201,0.695830226,0.364558103
350,0.001,0.217948832,0.75355943,0.433466166,0.57099452
351,0.001,0.239621222,0.687830061,0.280886829,0.758761466
352,0.001,0.235999189,0.713966921,0.252272248,0.786396618
353,0.001,0.242532149,0.686192842,0.237223402,0.7953085
354,0.001,0.34649618,0.649078571,0.224160567,0.795363106
355,0.001,0.230643265,0.736174909,0.224319994,0.784829492
356,0.001,0.288799278,0.670492842,0.226673633,0.808122425
357,0.001,0.265103236,0.700312364,0.569773674,0.458617554
358,0.001,0.234155998,0.713806495,0.642818868,0.357029208
359,0.001,0.308156714,0.625152572,0.595844209,0.34879292
360,0.001,0.230586641,0.730784925,0.758999228,0.286569474
361,0.001,0.262423731,0.697424149,0.513846099,0.481977072
362,0.001,0.252963439,0.713019175,0.331513643,0.644235785
363,0.001,0.2582381,0.709390941,0.207256809,0.764642141
364,0.001,0.279706717,0.691153809,0.182544082,0.797320208
365,0.001,0.232452869,0.702824787,0.171624035,0.816600022
366,0.001,0.262739733,0.670906473,0.192698896,0.786065884
367,0.001,0.288469896,0.593070209,0.176192582,0.811528983
368,0.001,0.253937192,0.703615012,0.189195409,0.784952607
369,0.001,0.287453897,0.630745899,0.186375841,0.794460719
370,0.001,0.287283212,0.630340563,0.259015352,0.678800626
371,0.001,0.222562261,0.719093792,0.361858457,0.581636573
372,0.001,0.27201324,0.666885771,0.414662391,0.536095662
373,0.001,0.240952961,0.692192418,0.41257754,0.530855932
374,0.001,0.271568477,0.652792284,0.282144576,0.641490489
375,0.001,0.249401368,0.674580916,0.167521387,0.821035422
376,0.001,0.29008849,0.63843197,0.175521627,0.808819632
377,0.001,0.259732574,0.666812033,0.168913722,0.819919517
378,0.001,0.220140994,0.746896791,0.170894355,0.824523074
379,0.001,0.291240945,0.619371745,0.172712058,0.823890064
380,0.001,0.257555865,0.670656664,0.245328337,0.72350156
381,0.001,0.290534899,0.716112152,0.344430506,0.620610155
382,0.001,0.244234338,0.679775213,0.331217319,0.627569081
383,0.001,0.207612641,0.753773442,0.30166322,0.66230045
384,0.001,0.251652911,0.67840618,0.263141662,0.748072946
385,0.001,0.264645092,0.641457049,0.341659367,0.665479085
386,0.001,0.228056915,0.717686723,0.309978038,0.696351883
387,0.001,0.225380428,0.726318297,0.28253594,0.717591234
388,0.001,0.279714033,0.587874535,0.322278857,0.690186462
389,0.001,0.305712543,0.606390711,0.704727829,0.345713097
390,0.001,0.209973015,0.716429266,0.917334855,0.228357927
391,0.001,0.245078489,0.705567715,1.09645772,0.218886038
392,0.001,0.320578143,0.63588407,1.069793224,0.242542882
393,0.001,0.246761933,0.716944155,0.950943589,0.279638481
394,0.001,0.425923169,0.492198081,0.728510141,0.3685992
395,0.001,0.281156898,0.671282598,0.294140577,0.703891783
396,0.001,0.423850313,0.535754142,0.219715983,0.773803262
397,0.001,0.240915932,0.696047799,0.378519446,0.598438855
398,0.001,0.249312364,0.708487264,0.538321614,0.43497258
399,0.001,0.278962895,0.649525459,0.623877168,0.362904645
400,0.001,0.306643389,0.664487983,0.577346325,0.387843337
401,0.001,0.420620978,0.481866708,0.506212711,0.425824918
402,0.001,0.257426605,0.641102983,0.551122785,0.381712872
403,0.001,0.26473029,0.727593501,0.75886023,0.279559877
404,0.001,0.25779701,0.637293332,0.836452305,0.27501614
405,0.001,0.250206038,0.702804917,0.85580492,0.286216803
406,0.001,0.290150106,0.632975442,0.959351063,0.211549864
407,0.001,0.260362789,0.667226051,0.882679164,0.30657794
408,0.001,0.21168609,0.735296796,0.735872924,0.396170755
409,0.001,0.228647187,0.711083363,0.541291595,0.512729326
410,0.001,0.233895414,0.697679502,0.383783251,0.652115664
411,0.001,0.233418681,0.710916539,0.312764972,0.724255788
412,0.001,0.338589519,0.576698492,0.397125661,0.634871738
413,0.001,0.2193873,0.719676569,0.60555315,0.47033534
414,0.001,0.218912475,0.739385732,0.754343688,0.388711272
415,0.001,0.197035767,0.766927313,0.781105936,0.392685886
416,0.001,0.261620075,0.663260043,0.639759481,0.50879955
417,0.001,0.236513622,0.74331574,0.388102233,0.668042581
418,0.001,0.283874065,0.721953311,0.264155865,0.792276089
419,0.001,0.231511898,0.700237112,0.216308594,0.82126365
420,0.001,0.212655075,0.755180754,0.190748155,0.824008193
421,0.001,0.205830403,0.726044344,0.17495881,0.827214514
422,0.001,0.225602716,0.73089243,0.196997076,0.821100169
423,0.001,0.203031771,0.752046277,0.210091114,0.813192209
424,0.001,0.211532339,0.753352642,0.233404189,0.799026312
425,0.001,0.265669525,0.690365403,0.354090124,0.723052147
426,0.001,0.196273312,0.751020494,0.563079953,0.570335091
427,0.001,0.265215144,0.714745682,0.543003082,0.595771145
428,0.001,0.198863983,0.735528528,0.429003954,0.720189891
429,0.001,0.210125931,0.737114306,0.388232708,0.765931508
430,0.001,0.213493295,0.743726291,0.383918881,0.773334072
431,0.001,0.222215004,0.746509065,0.373109341,0.775020588
432,0.001,0.2168881,0.720817467,0.389352471,0.773005131
433,0.001,0.202895463,0.740655452,0.408664316,0.771266747
434,0.001,0.211870156,0.750066416,0.40535304,0.775105622
435,0.001,0.193650424,0.766607152,0.418210179,0.765207075
436,0.001,0.233253837,0.711344783,0.465379655,0.713246238
437,0.001,0.235043406,0.717193629,0.473821491,0.69572697
438,0.001,0.248039328,0.721737539,0.423248023,0.750500445
439,0.001,0.235895626,0.722176341,0.264267087,0.799759628
440,0.001,0.221575513,0.746399857,0.240250364,0.776817289
441,0.001,0.232393749,0.729419598,0.24414283,0.765270381
442,0.001,0.261021972,0.682323039,0.249562249,0.777865613
443,0.001,0.209504016,0.758871387,0.260948956,0.78160862
444,0.001,0.209059,0.736458364,0.330821514,0.747368421
445,0.001,0.223366357,0.744977791,0.451319367,0.599767442
446,0.001,0.241986953,0.672698035,0.583454192,0.483100088
447,0.001,0.274223521,0.630620426,0.573616385,0.480267114
448,0.001,0.29032439,0.669029195,0.521947801,0.513319253
449,0.001,0.348933771,0.665154085,0.588893116,0.454924579
450,0.001,0.264526904,0.605006922,0.441387177,0.622402654
451,0.001,0.213589139,0.697873026,0.407766134,0.71789665
452,0.001,0.242520705,0.693864995,0.394834816,0.754555494
453,0.001,0.20361162,0.730689275,0.38224268,0.766292999
454,0.001,0.316364348,0.59937646,0.335183471,0.701495524
455,0.001,0.22752215,0.683544114,0.41727671,0.606682368
456,0.001,0.226421997,0.739394705,0.548919618,0.491041177
457,0.001,0.314346313,0.668955756,0.559845209,0.48539024
458,0.001,0.246089034,0.697254266,0.571222246,0.474082703
459,0.001,0.218605973,0.737283323,0.370722055,0.653800885
460,0.001,0.251351573,0.701547396,0.236911923,0.785427424
461,0.001,0.319623947,0.670630995,0.32970643,0.750167112
462,0.001,0.263153389,0.660652088,0.340289056,0.753723374
463,0.001,0.233728193,0.736477017,0.33775726,0.785234899
